latitude,longitude,box,elevation,mine,maxe,dife,avge,stde,uid,DateTime
35.98,-78.8409014400891,1000,101.56625366210938,87.54280853271484,130.29901123046875,42.75620269775391,107.34677124023438,8.125100135803223,fvyy,2022-12-22 14:33:31.710640+00:00
37.66,-120.875,1000,33.648494720458984,26.23244857788086,47.66373825073242,21.43128967285156,38.6015625,3.3004000186920166,xvyt,2022-12-22 14:33:31.710640+00:00
36.13,-79.0679167234922,1000,187.9801025390625,159.90841674804688,225.6620635986328,65.75364685058594,196.3765563964844,9.686280250549316,gfrm,2022-12-22 14:33:31.710640+00:00
35.742,-79.2249295148942,1000,140.99102783203125,127.85816192626952,191.05691528320312,63.1987533569336,155.4536895751953,10.9698486328125,zmbr,2022-12-22 14:33:31.710640+00:00
35.79,-79.0319288493206,1000,107.64633178710938,62.62571334838867,146.48178100585938,83.85606384277344,94.72286224365234,25.895313262939453,bpvi,2022-12-22 14:33:31.710640+00:00
41.693325,-80.07708,1000,362.7120056152344,358.4813842773437,450.9220275878906,92.44064331054688,385.2256164550781,19.855403900146484,abvn,2022-12-22 14:33:31.710640+00:00
46.83236,-121.8633,1000,1792.7508544921875,1303.48486328125,2083.40283203125,779.91796875,1710.6971435546875,157.6631622314453,kgnj,2022-12-22 14:33:31.710640+00:00
38.2399,-121.565,1000,-2.9675893783569336,-4.430467128753662,12.431817054748535,16.86228370666504,-1.7093149423599243,2.451626777648926,eibm,2022-12-22 14:33:31.710640+00:00
41.992305,-78.929219,1000,403.0,403.0,612.902587890625,209.902587890625,461.1492309570313,53.07649612426758,unnv,2022-12-22 14:33:31.710640+00:00
35.7022227331391,-79.1705909194462,1000,138.25222778320312,99.86499786376952,160.24388122558594,60.378883361816406,127.00980377197266,9.885438919067385,kaof,2022-12-22 14:33:31.710640+00:00
41.55087787,-86.3616260258333,1000,230.0,220.6605987548828,263.3374328613281,42.67683410644531,237.85739135742188,7.102622032165527,iwks,2022-12-22 14:33:31.710640+00:00
36.028,-78.716,1000,74.0,74.0,108.02600860595705,34.02600860595703,75.92510986328125,6.2108025550842285,wdcj,2022-12-22 14:33:31.710640+00:00
35.6402637480484,-79.2856730225665,1000,128.74998474121094,108.73395538330078,163.02023315429688,54.286277770996094,135.34230041503906,8.809948921203613,njpl,2022-12-22 14:33:31.710640+00:00
35.79,-79.0296548902383,1000,84.4548568725586,62.62571334838867,145.59022521972656,82.96450805664062,88.66124725341797,24.99506950378418,suge,2022-12-22 14:33:31.710640+00:00
41.798303,-72.428591,1000,202.0,173.60345458984375,262.90008544921875,89.296630859375,213.9957275390625,16.532207489013672,rgbf,2022-12-22 14:33:31.710640+00:00
35.5513,-119.088,1000,162.29483032226562,155.08035278320312,229.55010986328125,74.46975708007812,176.54039001464844,15.657946586608888,fuyu,2022-12-22 14:33:31.710640+00:00
35.6809842150539,-79.2100391661344,1000,146.92868041992188,115.40544128417967,168.20620727539062,52.80076599121094,140.62109375,7.428329467773437,fhfn,2022-12-22 14:33:31.710640+00:00
37.4368,-121.133,1000,52.16114044189453,41.74742126464844,66.7473373413086,24.99991607666016,52.49478149414063,5.189718723297119,fzjh,2022-12-22 14:33:31.710640+00:00
37.5394,-121.122,1000,16.464515686035156,8.0,24.7559871673584,16.7559871673584,14.489155769348145,2.635902404785156,zgwi,2022-12-22 14:33:31.710640+00:00
36.05,-76.7,1000,0.0,-0.0743489041924476,14.62173557281494,14.696084022521973,0.1436555236577987,0.978717029094696,cadb,2022-12-22 14:33:31.710640+00:00
35.6901662811433,-79.1929844730173,1000,124.41603088378906,121.0283203125,180.1563262939453,59.12800598144531,142.8809814453125,12.22456169128418,mvia,2022-12-22 14:33:31.710640+00:00
35.6856417848095,-79.2013882348431,1000,141.49012756347656,121.8506851196289,175.07904052734375,53.22835540771485,142.9613800048828,8.86982536315918,hchr,2022-12-22 14:33:31.710640+00:00
36.54175,-79.60492,1000,144.0,142.9863739013672,185.35302734375,42.36665344238281,155.96994018554688,8.773235321044922,vost,2022-12-22 14:33:31.710640+00:00
37.5394,-121.122,1000,16.464515686035156,8.0,24.7559871673584,16.7559871673584,14.489155769348145,2.635902404785156,mmpb,2022-12-22 14:33:31.710640+00:00
38.307,-121.794,1000,2.9573171138763428,0.0,7.559604167938232,7.559604167938232,3.9537606239318848,0.822648823261261,rkjt,2022-12-22 14:33:31.710640+00:00
39.63376745,-95.17256585,1000,271.6968688964844,252.926513671875,324.6722412109375,71.7457275390625,291.9098815917969,15.31577491760254,ovzd,2022-12-22 14:33:31.710640+00:00
35.98,-78.816542377739,1000,108.03564453125,81.60271453857422,127.66009521484376,46.05738067626953,97.08798217773438,7.629015922546387,zvvu,2022-12-22 14:33:31.710640+00:00
41.964856,-110.654119,1000,2210.276123046875,2178.543212890625,2291.114013671875,112.57080078125,2220.654296875,28.59759330749512,acuf,2022-12-22 14:33:31.710640+00:00
35.8800523065711,-78.9182041787716,1000,82.10989379882812,70.52660369873047,112.97127532958984,42.444671630859375,89.0115737915039,7.981679439544678,btor,2022-12-22 14:33:31.710640+00:00
34.4384,-119.906,1000,27.058128356933597,0.0,108.31867218017578,108.31867218017578,41.72153091430664,21.58747673034668,nvzs,2022-12-22 14:33:31.710640+00:00
36.4184,-119.724,1000,71.6242446899414,67.0,88.59953308105469,21.599533081054688,75.3786849975586,1.9176690578460691,omxi,2022-12-22 14:33:31.710640+00:00
38.2392,-121.521,1000,3.1207499504089355,-3.258394479751587,13.956856727600098,17.215251922607422,1.3243297338485718,2.367753267288208,gdae,2022-12-22 14:33:31.710640+00:00
32.83673,-96.71958,1000,138.0,138.0,170.1279296875,32.1279296875,144.38272094726562,8.701567649841309,wgpg,2022-12-22 14:33:31.710640+00:00
41.300686,-80.75819,1000,272.5,263.3021850585937,311.0166931152344,47.71450805664063,279.3811340332031,8.749902725219727,luyi,2022-12-22 14:33:31.710640+00:00
35.8837169928607,-78.947534478336,1000,103.19247436523438,69.9953384399414,118.76277160644533,48.76743316650391,94.48700714111328,6.842917919158936,rwkw,2022-12-22 14:33:31.710640+00:00
35.976,-78.7519162939531,1000,97.50880432128906,76.92472839355469,134.26473999023438,57.34001159667969,101.16123962402344,9.98509693145752,asau,2022-12-22 14:33:31.710640+00:00
36.6291,-121.688,1000,11.291264533996582,7.5413498878479,139.1545867919922,131.6132354736328,32.5308952331543,31.969411849975582,afpw,2022-12-22 14:33:31.710640+00:00
35.76,-79.1078593091113,1000,154.31985473632812,107.90911865234376,212.05935668945312,104.15023803710938,163.5617218017578,21.96419715881348,zfdy,2022-12-22 14:33:31.710640+00:00
38.95941962,-94.64457737,1000,281.9232177734375,273.5709533691406,327.6510925292969,54.08013916015625,295.29571533203125,9.364453315734863,xttn,2022-12-22 14:33:31.710640+00:00
35.794,-79.011413783687,1000,64.0,64.0,104.03841400146484,40.03841400146485,67.85440826416016,8.171835899353027,krck,2022-12-22 14:33:31.710640+00:00
35.8698967776161,-78.8369244503177,1000,113.28498840332033,90.70352935791016,137.55555725097656,46.852027893066406,111.83184051513672,8.96723747253418,rqpr,2022-12-22 14:33:31.710640+00:00
40.64423,-80.5064,1000,202.0,201.5,355.47955322265625,153.97955322265625,246.09173583984372,46.3237419128418,ymwc,2022-12-22 14:33:31.710640+00:00
39.1853,-121.704,1000,17.157594680786133,15.7646484375,22.270606994628903,6.505958557128906,17.604679107666016,0.5271506309509277,skya,2022-12-22 14:33:31.710640+00:00
35.8898662122279,-78.9967497267576,1000,100.2565460205078,67.28861999511719,113.87980651855467,46.5911865234375,91.39165496826172,9.222970008850098,jwky,2022-12-22 14:33:31.710640+00:00
39.274159,-79.959997,1000,331.5,331.5,539.0970458984375,207.5970458984375,430.4620666503906,60.5411491394043,ddzv,2022-12-22 14:33:31.710640+00:00
35.75,-78.82,1000,115.0,107.14788055419922,150.93411254882812,43.786231994628906,127.42820739746094,7.246945858001709,bxks,2022-12-22 14:33:31.710640+00:00
39.309992,-80.034025,1000,331.5,295.5,482.5732421875,187.0732421875,366.9051818847656,42.00423049926758,brdy,2022-12-22 14:33:31.710640+00:00
35.64222,-78.8903652503715,1000,84.63363647460938,64.9525375366211,116.46444702148438,51.51190948486328,86.17622375488281,13.982028007507324,tpxq,2022-12-22 14:33:31.710640+00:00
36.5,-79.0671257812027,1000,114.5,114.5,166.00900268554688,51.50900268554688,129.24830627441406,15.178924560546877,gysd,2022-12-22 14:33:31.710640+00:00
35.478,-79.0574367381565,1000,117.53126525878906,108.5,169.3702392578125,60.8702392578125,139.10360717773438,10.90827465057373,vafv,2022-12-22 14:33:31.710640+00:00
40.05728,-75.71822,1000,110.0,86.15364837646484,169.95468139648438,83.80103302001953,121.61173248291016,14.770612716674805,ocvw,2022-12-22 14:33:31.710640+00:00
40.05739,-75.71865,1000,110.0,86.15364837646484,169.95468139648438,83.80103302001953,121.28173065185548,14.657816886901855,fzfo,2022-12-22 14:33:31.710640+00:00
37.5582,-121.164,1000,15.318436622619627,7.5,22.31511116027832,14.81511116027832,14.814997673034668,2.824347972869873,akww,2022-12-22 14:33:31.710640+00:00
35.6760338837709,-79.2192338702496,1000,130.8494110107422,112.8932113647461,163.22315979003906,50.32994842529297,135.392822265625,8.62242603302002,zxdv,2022-12-22 14:33:31.710640+00:00
35.568,-121.064,1000,29.86067771911621,18.3728084564209,199.72373962402344,181.35093688964844,55.784156799316406,31.29963111877441,eqyi,2022-12-22 14:33:31.710640+00:00
38.64759383,-95.56426,1000,296.08209228515625,281.2381286621094,333.2029113769531,51.96478271484375,302.71051025390625,10.814024925231934,gxdl,2022-12-22 14:33:31.710640+00:00
33.4975,-117.666,1000,28.077550888061523,14.030960083007812,96.59259033203124,82.56163024902344,35.73988723754883,13.483033180236816,paqv,2022-12-22 14:33:31.710640+00:00
37.0062,-120.6,1000,34.027252197265625,32.0,37.26161193847656,5.2616119384765625,33.68220520019531,0.4484230875968933,ucyh,2022-12-22 14:33:31.710640+00:00
39.66169,-84.64621,1000,287.5,270.8767395019531,342.758544921875,71.88180541992188,306.8645324707031,13.823812484741213,dxqi,2022-12-22 14:33:31.710640+00:00
35.6607570549728,-79.247608924885,1000,129.7467498779297,98.49867248535156,161.1806182861328,62.68194580078125,125.0014419555664,10.650866508483888,rjvl,2022-12-22 14:33:31.710640+00:00
